Date,Market,Open,Jodi,Close,Jodis,Pattis
30/11/2024,Time Bazar,379,96.0,240,,
02/12/2024,Time Bazar,357,57.0,566,,
03/12/2024,Time Bazar,170,86.0,259,,
04/12/2024,Time Bazar,589,24.0,167,,
05/12/2024,Time Bazar,168,57.0,278,,
06/12/2024,Time Bazar,180,98.0,440,,
07/12/2024,Time Bazar,226,7.0,250,,
09/12/2024,Time Bazar,459,89.0,478,,
10/12/2024,Time Bazar,157,37.0,179,,
11/12/2024,Time Bazar,479,2.0,345,,
12/12/2024,Time Bazar,189,80.0,127,,
13/12/2024,Time Bazar,255,24.0,680,,
14/12/2024,Time Bazar,900,92.0,589,,
16/12/2024,Time Bazar,466,64.0,590,,
17/12/2024,Time Bazar,380,16.0,268,,
18/12/2024,Time Bazar,127,5.0,690,,
19/12/2024,Time Bazar,146,16.0,349,,
20/12/2024,Time Bazar,780,51.0,245,,
21/12/2024,Time Bazar,560,12.0,147,,
23/12/2024,Time Bazar,450,91.0,588,,
24/12/2024,Time Bazar,479,6.0,790,,
25/12/2024,Time Bazar,239,49.0,478,,
26/12/2024,Time Bazar,120,33.0,256,,
27/12/2024,Time Bazar,347,48.0,369,,
28/12/2024,Time Bazar,245,16.0,349,,
30/12/2024,Time Bazar,167,41.0,560,,
31/12/2024,Time Bazar,129,28.0,233,,
01/01/2025,Time Bazar,136,8.0,459,,
02/01/2025,Time Bazar,240,69.0,450,,
03/01/2025,Time Bazar,589,25.0,159,,
04/01/2025,Time Bazar,690,52.0,390,,
06/01/2025,Time Bazar,289,97.0,467,,
07/01/2025,Time Bazar,130,44.0,680,,
08/01/2025,Time Bazar,356,44.0,167,,
09/01/2025,Time Bazar,127,4.0,248,,
10/01/2025,Time Bazar,349,62.0,237,,
11/01/2025,Time Bazar,800,88.0,279,,
13/01/2025,Time Bazar,247,33.0,166,,
14/01/2025,Time Bazar,230,51.0,119,,
15/01/2025,Time Bazar,334,5.0,113,,
16/01/2025,Time Bazar,390,26.0,457,,
17/01/2025,Time Bazar,440,83.0,779,,
18/01/2025,Time Bazar,277,64.0,356,,
20/01/2025,Time Bazar,667,92.0,110,,
21/01/2025,Time Bazar,149,43.0,355,,
22/01/2025,Time Bazar,578,0.0,460,,
23/01/2025,Time Bazar,248,46.0,556,,
24/01/2025,Time Bazar,290,18.0,125,,
25/01/2025,Time Bazar,246,21.0,489,,
27/01/2025,Time Bazar,880,67.0,377,,
28/01/2025,Time Bazar,260,82.0,390,,
29/01/2025,Time Bazar,140,56.0,600,,
30/01/2025,Time Bazar,888,43.0,599,,
31/01/2025,Time Bazar,799,58.0,260,,
01/02/2025,Time Bazar,477,89.0,180,,
03/02/2025,Time Bazar,800,89.0,450,,
04/02/2025,Time Bazar,799,52.0,390,,
05/02/2025,Time Bazar,678,19.0,144,,
06/02/2025,Time Bazar,112,43.0,166,,
07/02/2025,Time Bazar,380,10.0,370,,
08/02/2025,Time Bazar,358,64.0,590,,
10/02/2025,Time Bazar,679,26.0,600,,
11/02/2025,Time Bazar,136,9.0,559,,
12/02/2025,Time Bazar,235,1.0,669,,
13/02/2025,Time Bazar,477,85.0,159,,
14/02/2025,Time Bazar,668,6.0,600,,
15/02/2025,Time Bazar,239,42.0,660,,
17/02/2025,Time Bazar,110,24.0,770,,
18/02/2025,Time Bazar,250,79.0,199,,
19/02/2025,Time Bazar,250,75.0,177,,
20/02/2025,Time Bazar,150,68.0,170,,
21/02/2025,Time Bazar,258,54.0,239,,
22/02/2025,Time Bazar,135,90.0,668,,
24/02/2025,Time Bazar,770,41.0,290,,
25/02/2025,Time Bazar,258,53.0,689,,
26/02/2025,Time Bazar,169,63.0,157,,
27/02/2025,Time Bazar,399,10.0,334,,
28/02/2025,Time Bazar,488,3.0,346,,
01/03/2025,Time Bazar,290,10.0,488,,
03/03/2025,Time Bazar,238,39.0,559,,
04/03/2025,Time Bazar,379,90.0,389,,
05/03/2025,Time Bazar,239,48.0,440,,
06/03/2025,Time Bazar,188,71.0,560,,
07/03/2025,Time Bazar,236,19.0,270,,
08/03/2025,Time Bazar,689,36.0,123,,
10/03/2025,Time Bazar,469,93.0,139,,
11/03/2025,Time Bazar,788,38.0,666,,
12/03/2025,Time Bazar,590,46.0,790,,
13/03/2025,Time Bazar,558,82.0,390,,
15/03/2025,Time Bazar,347,41.0,579,,
17/03/2025,Time Bazar,470,13.0,120,,
18/03/2025,Time Bazar,669,17.0,359,,
19/03/2025,Time Bazar,790,61.0,380,,
20/03/2025,Time Bazar,190,6.0,556,,
21/03/2025,Time Bazar,470,17.0,566,,
22/03/2025,Time Bazar,240,66.0,880,,
24/03/2025,Time Bazar,149,43.0,139,,
25/03/2025,Time Bazar,233,80.0,145,,
26/03/2025,Time Bazar,347,49.0,135,,
27/03/2025,Time Bazar,280,3.0,788,,
28/03/2025,Time Bazar,220,45.0,690,,
29/03/2025,Time Bazar,250,75.0,113,,
31/03/2025,Time Bazar,149,48.0,468,,
01/04/2025,Time Bazar,147,28.0,468,,
02/04/2025,Time Bazar,380,15.0,267,,
03/04/2025,Time Bazar,240,65.0,889,,
04/04/2025,Time Bazar,137,17.0,188,,
05/04/2025,Time Bazar,459,85.0,447,,
07/04/2025,Time Bazar,578,9.0,180,,
08/04/2025,Time Bazar,356,45.0,500,,
09/04/2025,Time Bazar,790,67.0,250,,
10/04/2025,Time Bazar,178,68.0,369,,
11/04/2025,Time Bazar,890,74.0,130,,
12/04/2025,Time Bazar,589,23.0,157,,
14/04/2025,Time Bazar,137,11.0,119,,
15/04/2025,Time Bazar,147,27.0,467,,
16/04/2025,Time Bazar,389,7.0,278,,
17/04/2025,Time Bazar,246,27.0,557,,
18/04/2025,Time Bazar,689,39.0,667,,
19/04/2025,Time Bazar,678,13.0,120,,
21/04/2025,Time Bazar,229,32.0,110,,
22/04/2025,Time Bazar,166,30.0,334,,
23/04/2025,Time Bazar,468,85.0,168,,
24/04/2025,Time Bazar,488,0.0,488,,
25/04/2025,Time Bazar,225,99.0,469,,
26/04/2025,Time Bazar,350,85.0,159,,
28/04/2025,Time Bazar,579,14.0,130,,
29/04/2025,Time Bazar,460,8.0,369,,
30/04/2025,Time Bazar,478,91.0,128,,
01/05/2025,Time Bazar,800,82.0,156,,
02/05/2025,Time Bazar,460,8.0,567,,
03/05/2025,Time Bazar,789,44.0,257,,
05/05/2025,Time Bazar,200,20.0,190,,
06/05/2025,Time Bazar,190,2.0,156,,
07/05/2025,Time Bazar,388,97.0,179,,
08/05/2025,Time Bazar,378,80.0,244,,
09/05/2025,Time Bazar,469,90.0,235,,
10/05/2025,Time Bazar,159,58.0,189,,
12/05/2025,Time Bazar,399,10.0,244,,
13/05/2025,Time Bazar,145,9.0,135,,
14/05/2025,Time Bazar,139,36.0,457,,
15/05/2025,Time Bazar,780,53.0,247,,
08/08/2022,Milan Day,488,0.0,244,,
09/08/2022,Milan Day,680,41.0,470,,
10/08/2022,Milan Day,679,29.0,360,,
11/08/2022,Milan Day,557,78.0,224,,
12/08/2022,Milan Day,589,25.0,177,,
13/08/2022,Milan Day,157,35.0,456,,
16/08/2022,Milan Day,800,81.0,399,,
17/08/2022,Milan Day,340,71.0,128,,
18/08/2022,Milan Day,460,4.0,239,,
19/08/2022,Milan Day,457,65.0,140,,
20/08/2022,Milan Day,278,70.0,370,,
22/08/2022,Milan Day,578,8.0,378,,
23/08/2022,Milan Day,679,29.0,900,,
24/08/2022,Milan Day,580,38.0,189,,
25/08/2022,Milan Day,125,86.0,880,,
26/08/2022,Milan Day,146,17.0,124,,
27/08/2022,Milan Day,245,18.0,125,,
29/08/2022,Milan Day,488,3.0,238,,
30/08/2022,Milan Day,345,27.0,368,,
01/09/2022,Milan Day,566,76.0,448,,
02/09/2022,Milan Day,378,89.0,234,,
03/09/2022,Milan Day,560,19.0,289,,
05/09/2022,Milan Day,378,82.0,345,,
06/09/2022,Milan Day,590,40.0,578,,
07/09/2022,Milan Day,556,62.0,480,,
08/09/2022,Milan Day,366,57.0,700,,
09/09/2022,Milan Day,569,2.0,679,,
10/09/2022,Milan Day,127,5.0,690,,
12/09/2022,Milan Day,220,44.0,356,,
13/09/2022,Milan Day,346,32.0,660,,
14/09/2022,Milan Day,458,71.0,146,,
15/09/2022,Milan Day,346,34.0,400,,
16/09/2022,Milan Day,340,79.0,234,,
17/09/2022,Milan Day,358,65.0,168,,
19/09/2022,Milan Day,119,17.0,890,,
20/09/2022,Milan Day,670,38.0,233,,
21/09/2022,Milan Day,120,31.0,137,,
22/09/2022,Milan Day,137,12.0,237,,
23/09/2022,Milan Day,128,17.0,179,,
24/09/2022,Milan Day,128,13.0,445,,
26/09/2022,Milan Day,115,79.0,199,,
27/09/2022,Milan Day,259,61.0,290,,
28/09/2022,Milan Day,170,86.0,448,,
29/09/2022,Milan Day,477,80.0,145,,
30/09/2022,Milan Day,133,70.0,299,,
01/10/2022,Milan Day,134,82.0,679,,
03/10/2022,Milan Day,679,27.0,467,,
04/10/2022,Milan Day,178,69.0,469,,
05/10/2022,Milan Day,660,22.0,129,,
06/10/2022,Milan Day,340,78.0,477,,
07/10/2022,Milan Day,160,73.0,166,,
08/10/2022,Milan Day,290,13.0,346,,
10/10/2022,Milan Day,670,39.0,360,,
11/10/2022,Milan Day,244,4.0,347,,
12/10/2022,Milan Day,227,15.0,357,,
13/10/2022,Milan Day,667,95.0,258,,
14/10/2022,Milan Day,148,33.0,238,,
15/10/2022,Milan Day,289,98.0,170,,
17/10/2022,Milan Day,244,2.0,480,,
18/10/2022,Milan Day,470,15.0,113,,
19/10/2022,Milan Day,368,77.0,124,,
20/10/2022,Milan Day,880,68.0,350,,
21/10/2022,Milan Day,660,21.0,227,,
22/10/2022,Milan Day,124,79.0,450,,
31/10/2022,Milan Day,359,79.0,270,,
01/11/2022,Milan Day,660,22.0,589,,
02/11/2022,Milan Day,578,5.0,339,,
03/11/2022,Milan Day,116,81.0,119,,
04/11/2022,Milan Day,450,99.0,225,,
05/11/2022,Milan Day,136,6.0,178,,
07/11/2022,Milan Day,237,22.0,147,,
08/11/2022,Milan Day,489,15.0,258,,
09/11/2022,Milan Day,244,8.0,567,,
10/11/2022,Milan Day,158,48.0,350,,
11/11/2022,Milan Day,190,6.0,169,,
12/11/2022,Milan Day,288,88.0,459,,
14/11/2022,Milan Day,800,80.0,334,,
15/11/2022,Milan Day,377,79.0,199,,
16/11/2022,Milan Day,246,26.0,448,,
17/11/2022,Milan Day,790,64.0,680,,
18/11/2022,Milan Day,234,95.0,177,,
19/11/2022,Milan Day,113,54.0,455,,
21/11/2022,Milan Day,129,25.0,348,,
22/11/2022,Milan Day,100,19.0,379,,
23/11/2022,Milan Day,128,16.0,358,,
24/11/2022,Milan Day,770,49.0,360,,
25/11/2022,Milan Day,137,17.0,359,,
26/11/2022,Milan Day,689,34.0,130,,
28/11/2022,Milan Day,338,40.0,136,,
29/11/2022,Milan Day,347,44.0,590,,
30/11/2022,Milan Day,579,12.0,246,,
01/12/2022,Milan Day,159,55.0,267,,
02/12/2022,Milan Day,379,95.0,690,,
03/12/2022,Milan Day,240,69.0,450,,
05/12/2022,Milan Day,168,58.0,468,,
06/12/2022,Milan Day,358,66.0,880,,
07/12/2022,Milan Day,667,99.0,270,,
08/12/2022,Milan Day,770,47.0,223,,
09/12/2022,Milan Day,680,41.0,588,,
10/12/2022,Milan Day,456,55.0,230,,
12/12/2022,Milan Day,360,94.0,338,,
13/12/2022,Milan Day,388,93.0,788,,
14/12/2022,Milan Day,470,14.0,257,,
15/12/2022,Milan Day,690,54.0,590,,
16/12/2022,Milan Day,700,71.0,100,,
17/12/2022,Milan Day,346,35.0,267,,
19/12/2022,Milan Day,122,55.0,799,,
20/12/2022,Milan Day,248,47.0,269,,
21/12/2022,Milan Day,126,99.0,126,,
22/12/2022,Milan Day,467,79.0,360,,
23/12/2022,Milan Day,240,60.0,578,,
24/12/2022,Milan Day,237,28.0,279,,
26/12/2022,Milan Day,257,44.0,248,,
27/12/2022,Milan Day,345,29.0,289,,
28/12/2022,Milan Day,129,24.0,347,,
29/12/2022,Milan Day,560,13.0,599,,
30/12/2022,Milan Day,120,39.0,559,,
31/12/2022,Milan Day,899,69.0,135,,
02/01/2023,Milan Day,260,86.0,330,,
03/01/2023,Milan Day,477,85.0,357,,
04/01/2023,Milan Day,235,2.0,688,,
05/01/2023,Milan Day,460,5.0,168,,
06/01/2023,Milan Day,177,52.0,480,,
07/01/2023,Milan Day,123,61.0,290,,
09/01/2023,Milan Day,388,95.0,249,,
10/01/2023,Milan Day,339,53.0,120,,
11/01/2023,Milan Day,380,18.0,800,,
12/01/2023,Milan Day,127,9.0,379,,
13/01/2023,Milan Day,168,53.0,300,,
14/01/2023,Milan Day,299,6.0,268,,
16/01/2023,Milan Day,138,26.0,600,,
17/01/2023,Milan Day,137,12.0,156,,
18/01/2023,Milan Day,340,70.0,299,,
19/01/2023,Milan Day,669,12.0,336,,
20/01/2023,Milan Day,269,73.0,599,,
21/01/2023,Milan Day,590,48.0,224,,
23/01/2023,Milan Day,359,77.0,359,,
24/01/2023,Milan Day,770,44.0,130,,
25/01/2023,Milan Day,145,9.0,289,,
27/01/2023,Milan Day,127,9.0,478,,
28/01/2023,Milan Day,460,3.0,779,,
30/01/2023,Milan Day,459,88.0,125,,
31/01/2023,Milan Day,239,48.0,567,,
01/02/2023,Milan Day,590,49.0,469,,
02/02/2023,Milan Day,789,44.0,257,,
03/02/2023,Milan Day,668,7.0,449,,
04/02/2023,Milan Day,248,49.0,117,,
06/02/2023,Milan Day,133,74.0,248,,
07/02/2023,Milan Day,570,26.0,240,,
08/02/2023,Milan Day,478,96.0,349,,
09/02/2023,Milan Day,230,57.0,115,,
10/02/2023,Milan Day,170,89.0,388,,
11/02/2023,Milan Day,123,62.0,499,,
13/02/2023,Milan Day,240,60.0,334,,
14/02/2023,Milan Day,600,67.0,269,,
15/02/2023,Milan Day,780,51.0,236,,
16/02/2023,Milan Day,236,19.0,900,,
17/02/2023,Milan Day,368,71.0,470,,
18/02/2023,Milan Day,234,94.0,130,,
20/02/2023,Milan Day,117,91.0,290,,
21/02/2023,Milan Day,266,45.0,799,,
22/02/2023,Milan Day,458,75.0,456,,
23/02/2023,Milan Day,136,2.0,147,,
24/02/2023,Milan Day,334,1.0,146,,
25/02/2023,Milan Day,115,77.0,377,,
27/02/2023,Milan Day,237,26.0,114,,
28/02/2023,Milan Day,590,47.0,449,,
01/03/2023,Milan Day,335,17.0,133,,
02/03/2023,Milan Day,270,98.0,224,,
03/03/2023,Milan Day,459,80.0,235,,
04/03/2023,Milan Day,129,29.0,568,,
06/03/2023,Milan Day,113,54.0,770,,
07/03/2023,Milan Day,130,49.0,126,,
09/03/2023,Milan Day,240,61.0,470,,
10/03/2023,Milan Day,358,65.0,366,,
11/03/2023,Milan Day,670,35.0,348,,
13/03/2023,Milan Day,600,66.0,556,,
14/03/2023,Milan Day,499,28.0,567,,
15/03/2023,Milan Day,290,12.0,237,,
16/03/2023,Milan Day,228,23.0,355,,
17/03/2023,Milan Day,446,41.0,119,,
18/03/2023,Milan Day,247,33.0,166,,
20/03/2023,Milan Day,440,88.0,990,,
21/03/2023,Milan Day,123,66.0,600,,
22/03/2023,Milan Day,139,30.0,299,,
23/03/2023,Milan Day,256,38.0,468,,
24/03/2023,Milan Day,137,14.0,680,,
25/03/2023,Milan Day,347,42.0,679,,
27/03/2023,Milan Day,125,80.0,578,,
28/03/2023,Milan Day,229,36.0,150,,
29/03/2023,Milan Day,277,63.0,229,,
30/03/2023,Milan Day,125,86.0,169,,
31/03/2023,Milan Day,200,20.0,569,,
01/04/2023,Milan Day,130,41.0,290,,
03/04/2023,Milan Day,570,27.0,124,,
04/04/2023,Milan Day,249,57.0,115,,
05/04/2023,Milan Day,580,30.0,226,,
06/04/2023,Milan Day,334,3.0,139,,
07/04/2023,Milan Day,338,45.0,113,,
08/04/2023,Milan Day,456,59.0,289,,
10/04/2023,Milan Day,669,12.0,110,,
11/04/2023,Milan Day,288,85.0,140,,
12/04/2023,Milan Day,257,46.0,150,,
13/04/2023,Milan Day,345,21.0,560,,
14/04/2023,Milan Day,335,16.0,268,,
15/04/2023,Milan Day,149,41.0,146,,
17/04/2023,Milan Day,457,69.0,667,,
18/04/2023,Milan Day,457,64.0,770,,
19/04/2023,Milan Day,168,51.0,290,,
20/04/2023,Milan Day,458,71.0,245,,
21/04/2023,Milan Day,160,72.0,129,,
22/04/2023,Milan Day,477,83.0,670,,
24/04/2023,Milan Day,567,89.0,270,,
25/04/2023,Milan Day,245,10.0,389,,
26/04/2023,Milan Day,130,45.0,357,,
27/04/2023,Milan Day,129,29.0,388,,
28/04/2023,Milan Day,366,56.0,240,,
29/04/2023,Milan Day,234,90.0,370,,
01/05/2023,Milan Day,179,72.0,688,,
02/05/2023,Milan Day,448,68.0,116,,
03/05/2023,Milan Day,679,29.0,577,,
04/05/2023,Milan Day,480,28.0,378,,
05/05/2023,Milan Day,139,31.0,335,,
06/05/2023,Milan Day,117,93.0,355,,
08/05/2023,Milan Day,560,19.0,478,,
09/05/2023,Milan Day,347,47.0,449,,
10/05/2023,Milan Day,278,73.0,120,,
11/05/2023,Milan Day,600,65.0,500,,
12/05/2023,Milan Day,990,83.0,670,,
13/05/2023,Milan Day,450,98.0,116,,
15/05/2023,Milan Day,770,41.0,344,,
16/05/2023,Milan Day,150,67.0,250,,
17/05/2023,Milan Day,122,58.0,800,,
18/05/2023,Milan Day,220,41.0,146,,
19/05/2023,Milan Day,129,23.0,788,,
20/05/2023,Milan Day,124,74.0,590,,
22/05/2023,Milan Day,267,58.0,260,,
23/05/2023,Milan Day,889,50.0,488,,
24/05/2023,Milan Day,335,12.0,589,,
25/05/2023,Milan Day,279,80.0,578,,
26/05/2023,Milan Day,260,82.0,480,,
27/05/2023,Milan Day,348,58.0,279,,
29/05/2023,Milan Day,225,99.0,199,,
30/05/2023,Milan Day,179,74.0,770,,
31/05/2023,Milan Day,578,9.0,478,,
01/06/2023,Milan Day,566,76.0,358,,
02/06/2023,Milan Day,125,83.0,238,,
03/06/2023,Milan Day,167,42.0,679,,
05/06/2023,Milan Day,567,89.0,135,,
06/06/2023,Milan Day,268,65.0,230,,
07/06/2023,Milan Day,790,68.0,189,,
08/06/2023,Milan Day,578,8.0,369,,
09/06/2023,Milan Day,236,10.0,389,,
10/06/2023,Milan Day,680,49.0,388,,
12/06/2023,Milan Day,440,82.0,147,,
13/06/2023,Milan Day,299,0.0,389,,
14/06/2023,Milan Day,347,47.0,566,,
15/06/2023,Milan Day,269,70.0,127,,
16/06/2023,Milan Day,127,2.0,345,,
17/06/2023,Milan Day,170,81.0,236,,
19/06/2023,Milan Day,399,19.0,379,,
20/06/2023,Milan Day,346,33.0,788,,
21/06/2023,Milan Day,567,88.0,170,,
22/06/2023,Milan Day,467,77.0,133,,
23/06/2023,Milan Day,124,76.0,169,,
24/06/2023,Milan Day,567,88.0,125,,
26/06/2023,Milan Day,249,57.0,223,,
27/06/2023,Milan Day,668,2.0,228,,
28/06/2023,Milan Day,660,23.0,689,,
29/06/2023,Milan Day,344,18.0,116,,
30/06/2023,Milan Day,380,12.0,156,,
01/07/2023,Milan Day,124,73.0,120,,
03/07/2023,Milan Day,234,99.0,568,,
04/07/2023,Milan Day,345,26.0,600,,
05/07/2023,Milan Day,467,71.0,119,,
06/07/2023,Milan Day,230,54.0,888,,
07/07/2023,Milan Day,799,50.0,578,,
08/07/2023,Milan Day,468,86.0,899,,
10/07/2023,Milan Day,115,71.0,335,,
11/07/2023,Milan Day,134,89.0,478,,
12/07/2023,Milan Day,136,3.0,229,,
13/07/2023,Milan Day,788,32.0,336,,
14/07/2023,Milan Day,590,43.0,148,,
15/07/2023,Milan Day,137,12.0,345,,
17/07/2023,Milan Day,359,74.0,167,,
18/07/2023,Milan Day,148,35.0,249,,
19/07/2023,Milan Day,157,33.0,779,,
20/07/2023,Milan Day,166,39.0,450,,
21/07/2023,Milan Day,126,98.0,279,,
22/07/2023,Milan Day,670,33.0,490,,
24/07/2023,Milan Day,170,81.0,470,,
25/07/2023,Milan Day,446,42.0,679,,
26/07/2023,Milan Day,238,30.0,190,,
27/07/2023,Milan Day,199,96.0,790,,
28/07/2023,Milan Day,145,7.0,250,,
29/07/2023,Milan Day,145,2.0,246,,
31/07/2023,Milan Day,557,70.0,235,,
01/08/2023,Milan Day,123,63.0,238,,
02/08/2023,Milan Day,158,45.0,168,,
03/08/2023,Milan Day,280,7.0,115,,
04/08/2023,Milan Day,369,84.0,239,,
05/08/2023,Milan Day,490,38.0,134,,
07/08/2023,Milan Day,369,89.0,234,,
08/08/2023,Milan Day,347,43.0,670,,
09/08/2023,Milan Day,568,90.0,136,,
10/08/2023,Milan Day,440,83.0,599,,
11/08/2023,Milan Day,120,36.0,880,,
12/08/2023,Milan Day,349,66.0,240,,
14/08/2023,Milan Day,357,57.0,223,,
16/08/2023,Milan Day,137,11.0,245,,
17/08/2023,Milan Day,167,46.0,790,,
18/08/2023,Milan Day,456,55.0,357,,
19/08/2023,Milan Day,270,92.0,246,,
22/08/2023,Milan Day,223,71.0,236,,
23/08/2023,Milan Day,890,70.0,190,,
24/08/2023,Milan Day,125,87.0,269,,
25/08/2023,Milan Day,559,98.0,567,,
26/08/2023,Milan Day,245,15.0,249,,
28/08/2023,Milan Day,224,88.0,279,,
29/08/2023,Milan Day,134,88.0,125,,
30/08/2023,Milan Day,160,70.0,389,,
31/08/2023,Milan Day,670,31.0,470,,
01/09/2023,Milan Day,113,51.0,128,,
02/09/2023,Milan Day,668,5.0,249,,
04/09/2023,Milan Day,357,52.0,589,,
05/09/2023,Milan Day,160,72.0,480,,
06/09/2023,Milan Day,233,80.0,190,,
07/09/2023,Milan Day,689,31.0,678,,
08/09/2023,Milan Day,166,39.0,180,,
09/09/2023,Milan Day,135,94.0,266,,
11/09/2023,Milan Day,440,87.0,557,,
12/09/2023,Milan Day,470,16.0,349,,
13/09/2023,Milan Day,470,17.0,458,,
14/09/2023,Milan Day,259,69.0,360,,
15/09/2023,Milan Day,128,15.0,690,,
16/09/2023,Milan Day,347,49.0,388,,
18/09/2023,Milan Day,122,50.0,668,,
19/09/2023,Milan Day,440,80.0,299,,
20/09/2023,Milan Day,399,11.0,137,,
21/09/2023,Milan Day,178,62.0,237,,
22/09/2023,Milan Day,340,78.0,125,,
23/09/2023,Milan Day,699,43.0,337,,
25/09/2023,Milan Day,235,2.0,237,,
26/09/2023,Milan Day,356,48.0,468,,
27/09/2023,Milan Day,166,31.0,146,,
28/09/2023,Milan Day,289,95.0,177,,
29/09/2023,Milan Day,355,38.0,116,,
30/09/2023,Milan Day,340,72.0,129,,
02/10/2023,Milan Day,355,30.0,299,,
03/10/2023,Milan Day,456,55.0,230,,
04/10/2023,Milan Day,380,12.0,480,,
05/10/2023,Milan Day,155,18.0,260,,
06/10/2023,Milan Day,136,1.0,678,,
07/10/2023,Milan Day,258,54.0,770,,
09/10/2023,Milan Day,458,72.0,589,,
10/10/2023,Milan Day,570,27.0,160,,
11/10/2023,Milan Day,788,33.0,120,,
12/10/2023,Milan Day,370,9.0,135,,
13/10/2023,Milan Day,469,96.0,457,,
14/10/2023,Milan Day,127,4.0,266,,
16/10/2023,Milan Day,800,82.0,778,,
17/10/2023,Milan Day,450,99.0,126,,
18/10/2023,Milan Day,357,51.0,678,,
19/10/2023,Milan Day,240,63.0,788,,
20/10/2023,Milan Day,146,11.0,678,,
21/10/2023,Milan Day,567,86.0,367,,
23/10/2023,Milan Day,240,68.0,224,,
24/10/2023,Milan Day,259,60.0,235,,
25/10/2023,Milan Day,170,83.0,148,,
26/10/2023,Milan Day,125,80.0,479,,
27/10/2023,Milan Day,890,78.0,170,,
28/10/2023,Milan Day,779,32.0,390,,
30/10/2023,Milan Day,369,82.0,336,,
31/10/2023,Milan Day,447,56.0,349,,
01/11/2023,Milan Day,336,29.0,117,,
02/11/2023,Milan Day,128,14.0,158,,
03/11/2023,Milan Day,135,92.0,156,,
04/11/2023,Milan Day,145,4.0,220,,
06/11/2023,Milan Day,146,16.0,268,,
07/11/2023,Milan Day,120,33.0,445,,
08/11/2023,Milan Day,389,9.0,289,,
09/11/2023,Milan Day,248,42.0,138,,
20/11/2023,Milan Day,337,39.0,478,,
21/11/2023,Milan Day,119,15.0,366,,
22/11/2023,Milan Day,770,49.0,360,,
23/11/2023,Milan Day,248,46.0,358,,
24/11/2023,Milan Day,334,6.0,349,,
25/11/2023,Milan Day,134,89.0,478,,
27/11/2023,Milan Day,236,10.0,569,,
28/11/2023,Milan Day,127,3.0,247,,
29/11/2023,Milan Day,299,1.0,678,,
30/11/2023,Milan Day,690,52.0,589,,
01/12/2023,Milan Day,780,51.0,399,,
02/12/2023,Milan Day,123,62.0,147,,
04/12/2023,Milan Day,345,23.0,120,,
05/12/2023,Milan Day,130,49.0,270,,
06/12/2023,Milan Day,799,55.0,500,,
07/12/2023,Milan Day,450,99.0,126,,
08/12/2023,Milan Day,340,70.0,226,,
09/12/2023,Milan Day,580,39.0,450,,
11/12/2023,Milan Day,148,35.0,339,,
12/12/2023,Milan Day,558,84.0,789,,
13/12/2023,Milan Day,400,49.0,225,,
14/12/2023,Milan Day,160,74.0,130,,
15/12/2023,Milan Day,799,54.0,455,,
16/12/2023,Milan Day,288,81.0,155,,
18/12/2023,Milan Day,366,53.0,120,,
19/12/2023,Milan Day,347,43.0,337,,
20/12/2023,Milan Day,390,23.0,670,,
21/12/2023,Milan Day,447,58.0,800,,
22/12/2023,Milan Day,267,58.0,279,,
23/12/2023,Milan Day,446,44.0,356,,
25/12/2023,Milan Day,380,11.0,380,,
26/12/2023,Milan Day,240,63.0,247,,
27/12/2023,Milan Day,348,55.0,357,,
28/12/2023,Milan Day,199,91.0,137,,
29/12/2023,Milan Day,357,58.0,378,,
30/12/2023,Milan Day,260,81.0,119,,
01/01/2024,Milan Day,399,15.0,168,,
02/01/2024,Milan Day,458,72.0,138,,
03/01/2024,Milan Day,246,26.0,899,,
04/01/2024,Milan Day,450,96.0,358,,
05/01/2024,Milan Day,290,16.0,150,,
06/01/2024,Milan Day,357,55.0,249,,
08/01/2024,Milan Day,269,76.0,114,,
09/01/2024,Milan Day,115,74.0,149,,
10/01/2024,Milan Day,125,88.0,279,,
11/01/2024,Milan Day,188,76.0,899,,
12/01/2024,Milan Day,135,93.0,120,,
13/01/2024,Milan Day,469,98.0,459,,
15/01/2024,Milan Day,470,19.0,126,,
16/01/2024,Milan Day,159,56.0,169,,
17/01/2024,Milan Day,477,81.0,669,,
18/01/2024,Milan Day,146,17.0,458,,
19/01/2024,Milan Day,389,2.0,156,,
20/01/2024,Milan Day,289,96.0,330,,
22/01/2024,Milan Day,247,39.0,568,,
23/01/2024,Milan Day,134,87.0,133,,
24/01/2024,Milan Day,140,52.0,147,,
25/01/2024,Milan Day,448,65.0,780,,
27/01/2024,Milan Day,118,2.0,129,,
29/01/2024,Milan Day,560,17.0,700,,
30/01/2024,Milan Day,358,64.0,356,,
31/01/2024,Milan Day,235,7.0,278,,
01/02/2024,Milan Day,237,26.0,330,,
02/02/2024,Milan Day,469,91.0,245,,
03/02/2024,Milan Day,270,98.0,260,,
05/02/2024,Milan Day,289,98.0,125,,
06/02/2024,Milan Day,157,30.0,668,,
07/02/2024,Milan Day,240,62.0,345,,
08/02/2024,Milan Day,128,13.0,689,,
09/02/2024,Milan Day,137,17.0,179,,
10/02/2024,Milan Day,389,1.0,560,,
12/02/2024,Milan Day,677,6.0,367,,
13/02/2024,Milan Day,288,80.0,578,,
14/02/2024,Milan Day,379,95.0,140,,
15/02/2024,Milan Day,338,43.0,229,,
16/02/2024,Milan Day,889,55.0,690,,
17/02/2024,Milan Day,359,78.0,279,,
