Market,Date,Open,Jodi,Close,Patti,Posted,day_of_week,is_weekend,open_sum,close_sum,mirror_open,mirror_close,reverse_jodi,is_holiday,prev_jodi_distance
Time Bazar,09/03/2021,236,13,139,,,Tuesday,False,11.0,13.0,763,860,31,False,8.0
Kalyan,09/03/2022,668,5,799,,,Wednesday,False,20.0,25.0,331,200,50,False,76.0
Main Bazar,09/03/2022,158,48,477,,,Wednesday,False,14.0,18.0,841,522,84,False,17.0
Milan Night,09/03/2022,166,39,225,,,Wednesday,False,13.0,9.0,833,774,93,False,2.0
Rajdhani Day,09/03/2022,680,42,345,,,Wednesday,False,14.0,12.0,319,654,24,False,17.0
Rajdhani Night,09/03/2022,900,90,460,,,Wednesday,False,9.0,10.0,99,539,9,False,16.0
Time Bazar,09/03/2022,245,17,250,,,Wednesday,False,11.0,7.0,754,749,71,False,4.0
Kalyan,09/03/2023,568,93,238,,,Thursday,False,19.0,13.0,431,761,39,False,88.0
Main Bazar,09/03/2023,140,51,579,,,Thursday,False,5.0,21.0,859,420,15,False,3.0
Milan Day,09/03/2023,240,61,470,,,Thursday,False,6.0,11.0,759,529,16,False,44.0
Milan Night,09/03/2023,499,21,470,,,Thursday,False,22.0,11.0,500,529,12,False,18.0
Rajdhani Day,09/03/2023,690,53,337,,,Thursday,False,15.0,13.0,309,662,35,False,11.0
Rajdhani Night,09/03/2023,566,78,468,,,Thursday,False,17.0,18.0,433,531,87,False,12.0
Time Bazar,09/03/2023,789,46,259,,,Thursday,False,24.0,16.0,210,740,64,False,29.0
Kalyan,09/03/2024,479,3,256,,,Saturday,True,20.0,13.0,520,743,30,False,90.0
Milan Day,09/03/2024,278,71,236,,,Saturday,True,17.0,11.0,721,763,17,False,10.0
Milan Night,09/03/2024,237,24,699,,,Saturday,True,12.0,24.0,762,300,42,False,3.0
Rajdhani Day,09/03/2024,369,84,239,,,Saturday,True,18.0,14.0,630,760,48,False,31.0
Time Bazar,09/03/2024,779,30,569,,,Saturday,True,23.0,20.0,220,430,3,False,16.0
Rajdhani Day,09/04/2018,488,7,160,,,Monday,False,20.0,7.0,511,839,70,False,77.0
Rajdhani Day,09/04/2019,489,16,790,,,Tuesday,False,21.0,16.0,510,209,61,False,9.0
Rajdhani Day,09/04/2020,114,67,467,,,Thursday,False,6.0,17.0,885,532,76,False,51.0
Kalyan,09/04/2021,359,73,689,,,Friday,False,17.0,23.0,640,310,37,False,70.0
Rajdhani Day,09/04/2021,150,62,110,,,Friday,False,6.0,2.0,849,889,26,False,5.0
Rajdhani Night,09/04/2021,157,32,390,,,Friday,False,13.0,12.0,842,609,23,False,46.0
Time Bazar,09/04/2021,389,7,133,,,Friday,False,20.0,7.0,610,866,70,False,23.0
Kalyan,09/04/2022,779,36,169,,,Saturday,True,23.0,16.0,220,830,63,False,37.0
Milan Night,09/04/2022,270,90,145,,,Saturday,True,9.0,10.0,729,854,9,False,66.0
Rajdhani Day,09/04/2022,899,60,569,,,Saturday,True,26.0,20.0,100,430,6,False,2.0
Time Bazar,09/04/2022,127,4,400,,,Saturday,True,10.0,4.0,872,599,40,False,3.0
Kalyan,09/04/2024,355,32,255,,,Tuesday,False,13.0,12.0,644,744,23,False,4.0
Main Bazar,09/04/2024,144,97,340,,,Tuesday,False,9.0,7.0,855,659,79,False,46.0
Milan Day,09/04/2024,448,60,226,,,Tuesday,False,16.0,10.0,551,773,6,False,11.0
Milan Night,09/04/2024,160,78,567,,,Tuesday,False,7.0,18.0,839,432,87,False,12.0
Rajdhani Day,09/04/2024,460,8,189,,,Tuesday,False,10.0,18.0,539,810,80,False,52.0
Rajdhani Night,09/04/2024,167,41,380,,,Tuesday,False,14.0,11.0,832,619,14,False,9.0
Time Bazar,09/04/2024,247,38,279,,,Tuesday,False,13.0,18.0,752,720,83,False,34.0
Kalyan,09/04/2025,789,44,239,,,Wednesday,False,24.0,14.0,210,760,44,False,12.0
Main Bazar,09/04/2025,258,50,145,,,Wednesday,False,15.0,10.0,741,854,5,False,47.0
Milan Day,09/04/2025,150,61,489,,,Wednesday,False,6.0,21.0,849,510,16,False,1.0
Milan Night,09/04/2025,457,61,380,,,Wednesday,False,16.0,11.0,542,619,16,False,17.0
Rajdhani Day,09/04/2025,247,33,670,,,Wednesday,False,13.0,13.0,752,329,33,False,25.0
Rajdhani Night,09/04/2025,459,81,380,,,Wednesday,False,18.0,11.0,540,619,18,False,40.0
Time Bazar,09/04/2025,790,67,250,,,Wednesday,False,16.0,7.0,209,749,76,False,29.0
Rajdhani Day,09/05/2018,499,28,260,,,Wednesday,False,22.0,8.0,500,739,82,False,5.0
Rajdhani Day,09/05/2019,448,69,568,,,Thursday,False,16.0,19.0,551,431,96,False,41.0
Rajdhani Day,09/05/2020,456,52,679,,,Saturday,True,15.0,22.0,543,320,25,False,17.0
Time Bazar,09/05/2021,468,83,689,,,Sunday,True,18.0,23.0,531,310,38,False,16.0
Kalyan,09/05/2022,248,41,100,,,Monday,False,14.0,1.0,751,899,14,False,3.0
Main Bazar,09/05/2022,470,12,246,,,Monday,False,11.0,12.0,529,753,21,False,38.0
Rajdhani Day,09/05/2022,889,54,149,,,Monday,False,25.0,14.0,110,850,45,False,2.0
Rajdhani Night,09/05/2022,389,6,178,,,Monday,False,20.0,16.0,610,821,60,False,75.0
Time Bazar,09/05/2022,579,11,560,,,Monday,False,21.0,11.0,420,439,11,False,72.0
Kalyan,09/05/2023,229,37,124,,,Tuesday,False,13.0,7.0,770,875,73,False,4.0
Main Bazar,09/05/2023,238,34,158,,,Tuesday,False,13.0,14.0,761,841,43,False,22.0
Milan Day,09/05/2023,347,47,449,,,Tuesday,False,14.0,17.0,652,550,74,False,14.0
Milan Night,09/05/2023,237,26,150,,,Tuesday,False,12.0,6.0,762,849,62,False,35.0
Rajdhani Day,09/05/2023,469,94,699,,,Tuesday,False,19.0,24.0,530,300,49,False,40.0
Rajdhani Night,09/05/2023,145,0,235,,,Tuesday,False,10.0,10.0,854,764,0,False,6.0
Time Bazar,09/05/2023,550,2,237,,,Tuesday,False,10.0,12.0,449,762,20,False,9.0
Kalyan,09/05/2024,359,79,180,,,Thursday,False,17.0,9.0,640,819,97,False,42.0
Main Bazar,09/05/2024,189,86,268,,,Thursday,False,18.0,16.0,810,731,68,False,52.0
Milan Day,09/05/2024,688,29,199,,,Thursday,False,22.0,19.0,311,800,92,False,18.0
Milan Night,09/05/2024,239,43,247,,,Thursday,False,14.0,13.0,760,752,34,False,17.0
Rajdhani Day,09/05/2024,448,61,146,,,Thursday,False,16.0,11.0,551,853,16,False,33.0
Rajdhani Night,09/05/2024,245,18,134,,,Thursday,False,11.0,8.0,754,865,81,False,18.0
Time Bazar,09/05/2024,380,14,356,,,Thursday,False,11.0,14.0,619,643,41,False,12.0
Kalyan,09/05/2025,158,47,269,,,Friday,False,14.0,17.0,841,730,74,False,32.0
Main Bazar,09/05/2025,225,98,279,,,Friday,False,9.0,18.0,774,720,89,False,12.0
Milan Day,09/05/2025,166,30,479,,,Friday,False,13.0,20.0,833,520,3,False,1.0
Milan Night,09/05/2025,279,86,880,,,Friday,False,18.0,16.0,720,119,68,False,43.0
Rajdhani Day,09/05/2025,678,16,349,,,Friday,False,21.0,16.0,321,650,61,False,45.0
Rajdhani Night,09/05/2025,344,10,127,,,Friday,False,11.0,10.0,655,872,1,False,8.0
Time Bazar,09/05/2025,469,90,235,,,Friday,False,19.0,10.0,530,764,9,False,76.0
Rajdhani Day,09/06/2018,178,68,125,,,Saturday,True,16.0,8.0,821,874,86,False,52.0
Rajdhani Day,09/06/2020,268,69,900,,,Tuesday,False,16.0,9.0,731,99,96,False,1.0
Kalyan,09/06/2021,246,28,134,,,Wednesday,False,12.0,8.0,753,865,82,False,19.0
Rajdhani Day,09/06/2021,169,65,168,,,Wednesday,False,16.0,15.0,830,831,56,False,4.0
Rajdhani Night,09/06/2021,227,14,455,,,Wednesday,False,11.0,14.0,772,544,41,False,4.0
Time Bazar,09/06/2021,470,13,120,,,Wednesday,False,11.0,3.0,529,879,31,False,77.0
Kalyan,09/06/2022,567,82,129,,,Thursday,False,18.0,12.0,432,870,28,False,54.0
Main Bazar,09/06/2022,247,30,334,,,Thursday,False,13.0,10.0,752,665,3,False,68.0
Milan Night,09/06/2022,356,41,236,,,Thursday,False,14.0,11.0,643,763,14,False,45.0
Rajdhani Day,09/06/2022,226,6,169,,,Thursday,False,10.0,16.0,773,830,60,False,59.0
Rajdhani Night,09/06/2022,700,78,134,,,Thursday,False,7.0,8.0,299,865,87,False,64.0
Time Bazar,09/06/2022,800,88,170,,,Thursday,False,8.0,8.0,199,829,88,False,75.0
Kalyan,09/06/2023,569,0,479,,,Friday,False,20.0,20.0,430,520,0,False,82.0
Main Bazar,09/06/2023,114,63,120,,,Friday,False,6.0,3.0,885,879,36,False,33.0
Milan Day,09/06/2023,236,10,389,,,Friday,False,11.0,20.0,763,610,1,False,20.0
Milan Night,09/06/2023,567,85,258,,,Friday,False,18.0,15.0,432,741,58,False,44.0
Rajdhani Day,09/06/2023,257,42,129,,,Friday,False,14.0,12.0,742,870,24,False,36.0
Rajdhani Night,09/06/2023,560,13,247,,,Friday,False,11.0,13.0,439,752,31,False,65.0
Time Bazar,09/06/2023,460,9,199,,,Friday,False,10.0,19.0,539,800,90,False,79.0
Rajdhani Day,09/07/2018,139,34,248,,,Monday,False,13.0,14.0,860,751,43,False,8.0
Rajdhani Day,09/07/2019,568,98,260,,,Tuesday,False,19.0,8.0,431,739,89,False,64.0
Rajdhani Day,09/07/2020,488,6,358,,,Thursday,False,20.0,16.0,511,641,60,False,92.0
Kalyan,09/07/2021,390,26,277,,,Friday,False,12.0,16.0,609,722,62,False,26.0
Rajdhani Day,09/07/2021,368,79,289,,,Friday,False,17.0,19.0,631,710,97,False,73.0
Rajdhani Night,09/07/2021,290,14,248,,,Friday,False,11.0,14.0,709,751,41,False,1.0
Time Bazar,09/07/2021,445,39,135,,,Friday,False,13.0,9.0,554,864,93,False,30.0
Kalyan,09/07/2022,689,32,480,,,Saturday,True,23.0,12.0,310,519,23,False,6.0
Milan Night,09/07/2022,150,64,789,,,Saturday,True,6.0,24.0,849,210,46,False,21.0
Rajdhani Day,09/07/2022,178,66,330,,,Saturday,True,16.0,6.0,821,669,66,False,13.0
Time Bazar,09/07/2022,390,29,234,,,Saturday,True,12.0,9.0,609,765,92,False,10.0
Kalyan,09/07/2024,450,91,335,,,Tuesday,False,9.0,11.0,549,664,19,False,59.0
Main Bazar,09/07/2024,270,96,150,,,Tuesday,False,9.0,6.0,729,849,69,False,33.0
Milan Day,09/07/2024,568,96,466,,,Tuesday,False,19.0,16.0,431,533,69,False,86.0
Milan Night,09/07/2024,790,62,228,,,Tuesday,False,16.0,12.0,209,771,26,False,2.0
Rajdhani Day,09/07/2024,113,53,238,,,Tuesday,False,5.0,13.0,886,761,35,False,13.0
Rajdhani Night,09/07/2024,568,98,440,,,Tuesday,False,19.0,8.0,431,559,89,False,84.0
Time Bazar,09/07/2024,129,24,248,,,Tuesday,False,12.0,14.0,870,751,42,False,5.0
Rajdhani Day,09/08/2018,340,71,470,,,Thursday,False,7.0,11.0,659,529,17,False,18.0
Rajdhani Day,09/08/2019,568,90,145,,,Friday,False,19.0,10.0,431,854,9,False,19.0
Kalyan,09/08/2021,240,66,790,,,Monday,False,6.0,16.0,759,209,66,False,25.0
Rajdhani Day,09/08/2021,589,23,445,,,Monday,False,22.0,13.0,410,554,32,False,67.0
Rajdhani Night,09/08/2021,133,74,158,,,Monday,False,7.0,14.0,866,841,47,False,24.0
Time Bazar,09/08/2021,389,7,458,,,Monday,False,20.0,17.0,610,541,70,False,17.0
Kalyan,09/08/2022,260,82,679,,,Tuesday,False,8.0,22.0,739,320,28,False,16.0
Main Bazar,09/08/2022,158,42,138,,,Tuesday,False,14.0,12.0,841,861,24,False,54.0
Milan Day,09/08/2022,680,41,470,,,Tuesday,False,14.0,11.0,319,529,14,False,55.0
Milan Night,09/08/2022,179,77,467,,,Tuesday,False,17.0,17.0,820,532,77,False,15.0
Rajdhani Day,09/08/2022,245,13,247,,,Tuesday,False,11.0,13.0,754,752,31,False,10.0
Rajdhani Night,09/08/2022,447,58,233,,,Tuesday,False,15.0,8.0,552,766,85,False,16.0
Time Bazar,09/08/2022,457,61,399,,,Tuesday,False,16.0,21.0,542,600,16,False,54.0
Kalyan,09/08/2023,380,10,488,,,Wednesday,False,11.0,20.0,619,511,1,False,72.0
Main Bazar,09/08/2023,150,69,144,,,Wednesday,False,6.0,9.0,849,855,96,False,27.0
Milan Day,09/08/2023,568,90,136,,,Wednesday,False,19.0,10.0,431,863,9,False,49.0
Milan Night,09/08/2023,378,85,168,,,Wednesday,False,18.0,15.0,621,831,58,False,8.0
Rajdhani Day,09/08/2023,567,87,340,,,Wednesday,False,18.0,7.0,432,659,78,False,74.0
Rajdhani Night,09/08/2023,188,70,136,,,Wednesday,False,17.0,10.0,811,863,7,False,12.0
Time Bazar,09/08/2023,399,10,235,,,Wednesday,False,21.0,10.0,600,764,1,False,51.0
Kalyan,09/08/2024,330,64,239,,,Friday,False,6.0,14.0,669,760,46,False,54.0
Main Bazar,09/08/2024,780,52,679,,,Friday,False,15.0,22.0,219,320,25,False,17.0
Milan Day,09/08/2024,458,79,360,,,Friday,False,17.0,9.0,541,639,97,False,11.0
Milan Night,09/08/2024,679,21,290,,,Friday,False,22.0,11.0,320,709,12,False,64.0
Rajdhani Day,09/08/2024,136,7,179,,,Friday,False,10.0,17.0,863,820,70,False,80.0
Rajdhani Night,09/08/2024,123,67,359,,,Friday,False,6.0,17.0,876,640,76,False,3.0
Time Bazar,09/08/2024,145,2,679,,,Friday,False,10.0,22.0,854,320,20,False,8.0
Rajdhani Day,09/09/2019,570,29,478,,,Monday,False,12.0,19.0,429,521,92,False,22.0
Rajdhani Day,09/09/2020,247,35,889,,,Wednesday,False,13.0,25.0,752,110,53,False,6.0
Kalyan,09/09/2021,388,92,336,,,Thursday,False,19.0,12.0,611,663,29,False,28.0
Rajdhani Day,09/09/2021,778,29,135,,,Thursday,False,22.0,9.0,221,864,92,False,6.0
Rajdhani Night,09/09/2021,127,5,267,,,Thursday,False,10.0,15.0,872,732,50,False,62.0
Time Bazar,09/09/2021,340,78,260,,,Thursday,False,7.0,8.0,659,739,87,False,76.0
Kalyan,09/09/2022,890,74,130,,,Friday,False,17.0,4.0,109,869,47,False,18.0
Main Bazar,09/09/2022,269,70,118,,,Friday,False,17.0,10.0,730,881,7,False,18.0
Milan Day,09/09/2022,569,2,679,,,Friday,False,20.0,22.0,430,320,20,False,77.0
Milan Night,09/09/2022,160,77,160,,,Friday,False,7.0,7.0,839,839,77,False,56.0
Rajdhani Day,09/09/2022,250,73,120,,,Friday,False,7.0,3.0,749,879,37,False,44.0
Rajdhani Night,09/09/2022,177,52,246,,,Friday,False,15.0,12.0,822,753,25,False,47.0
Time Bazar,09/09/2022,366,50,668,,,Friday,False,15.0,20.0,633,331,5,False,28.0
Kalyan,09/09/2023,780,51,236,,,Saturday,True,15.0,11.0,219,763,15,False,23.0
Milan Day,09/09/2023,135,94,266,,,Saturday,True,9.0,14.0,864,733,49,False,92.0
Milan Night,09/09/2023,378,84,789,,,Saturday,True,18.0,24.0,621,210,48,False,7.0
Rajdhani Day,09/09/2023,234,93,580,,,Saturday,True,9.0,13.0,765,419,39,False,20.0
Time Bazar,09/09/2023,180,97,377,,,Saturday,True,9.0,17.0,819,622,79,False,47.0
Kalyan,09/09/2024,268,69,450,,,Monday,False,16.0,9.0,731,549,96,False,18.0
Main Bazar,09/09/2024,350,88,459,,,Monday,False,8.0,18.0,649,540,88,False,18.0
Milan Day,09/09/2024,260,87,223,,,Monday,False,8.0,7.0,739,776,78,False,7.0
Milan Night,09/09/2024,169,61,290,,,Monday,False,16.0,11.0,830,709,16,False,23.0
Rajdhani Day,09/09/2024,159,59,469,,,Monday,False,15.0,19.0,840,530,95,False,34.0
Rajdhani Night,09/09/2024,800,83,157,,,Monday,False,8.0,13.0,199,842,38,False,31.0
Time Bazar,09/09/2024,235,5,357,,,Monday,False,10.0,15.0,764,642,50,False,92.0
Rajdhani Day,09/10/2018,334,6,367,,,Tuesday,False,10.0,16.0,665,632,60,False,53.0
Rajdhani Day,09/10/2019,335,12,679,,,Wednesday,False,11.0,22.0,664,320,21,False,6.0
Rajdhani Day,09/10/2020,370,5,122,,,Friday,False,10.0,5.0,629,877,50,False,7.0
Kalyan,09/10/2021,140,52,570,,,Saturday,True,5.0,12.0,859,429,25,False,17.0
Rajdhani Day,09/10/2021,136,7,890,,,Saturday,True,10.0,17.0,863,109,70,False,2.0
Time Bazar,09/10/2021,136,0,677,,,Saturday,True,10.0,20.0,863,322,0,False,5.0
Kalyan,09/10/2023,368,75,456,,,Monday,False,17.0,15.0,631,543,57,False,23.0
Main Bazar,09/10/2023,369,80,668,,,Monday,False,18.0,20.0,630,331,8,False,8.0
Milan Day,09/10/2023,458,72,589,,,Monday,False,17.0,22.0,541,410,27,False,15.0
Milan Night,09/10/2023,470,15,249,,,Monday,False,11.0,15.0,529,750,51,False,46.0
Rajdhani Day,09/10/2023,490,36,268,,,Monday,False,13.0,16.0,509,731,63,False,29.0
Rajdhani Night,09/10/2023,144,91,678,,,Monday,False,9.0,21.0,855,321,19,False,8.0
Time Bazar,09/10/2023,489,16,457,,,Monday,False,21.0,16.0,510,542,61,False,16.0
Kalyan,09/10/2024,780,51,344,,,Wednesday,False,15.0,11.0,219,655,15,False,24.0
Main Bazar,09/10/2024,579,15,230,,,Wednesday,False,21.0,5.0,420,769,51,False,65.0
Milan Day,09/10/2024,245,19,900,,,Wednesday,False,11.0,9.0,754,99,91,False,53.0
Milan Night,09/10/2024,330,61,470,,,Wednesday,False,6.0,11.0,669,529,16,False,46.0
Rajdhani Day,09/10/2024,137,10,280,,,Wednesday,False,11.0,10.0,862,719,1,False,26.0
Rajdhani Night,09/10/2024,189,84,167,,,Wednesday,False,18.0,14.0,810,832,48,False,7.0
Time Bazar,09/10/2024,699,48,369,,,Wednesday,False,24.0,18.0,300,630,84,False,32.0
Rajdhani Day,09/11/2019,449,78,125,,,Saturday,True,17.0,8.0,550,874,87,False,68.0
Kalyan,09/11/2021,135,92,237,,,Tuesday,False,9.0,12.0,864,762,29,False,41.0
Rajdhani Day,09/11/2021,246,27,890,,,Tuesday,False,12.0,17.0,753,109,72,False,51.0
Rajdhani Night,09/11/2021,578,7,890,,,Tuesday,False,20.0,17.0,421,109,70,False,77.0
Time Bazar,09/11/2021,347,43,580,,,Tuesday,False,14.0,13.0,652,419,34,False,5.0
Kalyan,09/11/2022,168,52,228,,,Wednesday,False,15.0,12.0,831,771,25,False,40.0
Main Bazar,09/11/2022,880,63,256,,,Wednesday,False,16.0,13.0,119,743,36,False,48.0
Milan Day,09/11/2022,244,8,567,,,Wednesday,False,10.0,18.0,755,432,80,False,11.0
Milan Night,09/11/2022,450,99,559,,,Wednesday,False,9.0,19.0,549,440,99,False,38.0
Rajdhani Day,09/11/2022,567,85,366,,,Wednesday,False,18.0,15.0,432,633,58,False,58.0
Rajdhani Night,09/11/2022,169,64,338,,,Wednesday,False,16.0,14.0,830,661,46,False,57.0
Time Bazar,09/11/2022,148,31,678,,,Wednesday,False,13.0,21.0,851,321,13,False,12.0
Kalyan,09/11/2023,257,40,479,,,Thursday,False,14.0,20.0,742,520,4,False,12.0
Main Bazar,09/11/2023,256,30,460,,,Thursday,False,13.0,10.0,743,539,3,False,33.0
Milan Day,09/11/2023,248,42,138,,,Thursday,False,14.0,12.0,751,861,24,False,34.0
Milan Night,09/11/2023,268,68,189,,,Thursday,False,16.0,18.0,731,810,86,False,31.0
Rajdhani Day,09/11/2023,790,64,338,,,Thursday,False,16.0,14.0,209,661,46,False,21.0
Rajdhani Night,09/11/2023,447,56,150,,,Thursday,False,15.0,6.0,552,849,65,False,8.0
Time Bazar,09/11/2023,190,0,127,,,Thursday,False,10.0,10.0,809,872,0,False,31.0
Kalyan,09/11/2024,350,87,179,,,Saturday,True,8.0,17.0,649,820,78,False,47.0
Milan Day,09/11/2024,229,39,144,,,Saturday,True,13.0,9.0,770,855,93,False,3.0
Milan Night,09/11/2024,257,48,233,,,Saturday,True,14.0,8.0,742,766,84,False,20.0
Rajdhani Day,09/11/2024,469,92,237,,,Saturday,True,19.0,12.0,530,762,29,False,28.0
Time Bazar,09/11/2024,367,67,467,,,Saturday,True,16.0,17.0,632,532,76,False,67.0
Rajdhani Day,09/12/2019,125,84,789,,,Monday,False,8.0,24.0,874,210,48,False,8.0
Rajdhani Day,09/12/2020,288,85,447,,,Wednesday,False,18.0,15.0,711,552,58,False,1.0
Kalyan,09/12/2021,280,2,589,,,Thursday,False,10.0,22.0,719,410,20,False,85.0
Rajdhani Day,09/12/2021,468,82,390,,,Thursday,False,18.0,12.0,531,609,28,False,3.0
Rajdhani Night,09/12/2021,167,46,178,,,Thursday,False,14.0,16.0,832,821,64,False,10.0
Time Bazar,09/12/2021,356,48,260,,,Thursday,False,14.0,8.0,643,739,84,False,19.0
Kalyan,09/12/2022,789,44,239,,,Friday,False,24.0,14.0,210,760,44,False,42.0
Main Bazar,09/12/2022,256,35,168,,,Friday,False,13.0,15.0,743,831,53,False,5.0
Milan Day,09/12/2022,680,41,588,,,Friday,False,14.0,21.0,319,411,14,False,2.0
Milan Night,09/12/2022,236,13,300,,,Friday,False,11.0,3.0,763,699,31,False,35.0
Rajdhani Day,09/12/2022,200,27,467,,,Friday,False,2.0,17.0,799,532,72,False,55.0
Rajdhani Night,09/12/2022,117,90,244,,,Friday,False,9.0,10.0,882,755,9,False,44.0
Time Bazar,09/12/2022,124,75,258,,,Friday,False,7.0,15.0,875,741,57,False,27.0
Kalyan,09/12/2023,124,72,129,,,Saturday,True,7.0,12.0,875,870,27,False,28.0
Milan Day,09/12/2023,580,39,450,,,Saturday,True,13.0,9.0,419,549,93,False,2.0
Milan Night,09/12/2023,359,71,146,,,Saturday,True,17.0,11.0,640,853,17,False,58.0
Rajdhani Day,09/12/2023,177,59,180,,,Saturday,True,15.0,9.0,822,819,95,False,32.0
Time Bazar,09/12/2023,114,69,126,,,Saturday,True,6.0,9.0,885,873,96,False,6.0
Kalyan,09/12/2024,168,58,170,,,Monday,False,15.0,8.0,831,829,85,False,14.0
Main Bazar,09/12/2024,448,60,190,,,Monday,False,16.0,10.0,551,809,6,False,25.0
Milan Day,09/12/2024,440,82,336,,,Monday,False,8.0,12.0,559,663,28,False,43.0
Milan Night,09/12/2024,447,53,490,,,Monday,False,15.0,13.0,552,509,35,False,18.0
Rajdhani Day,09/12/2024,667,91,470,,,Monday,False,19.0,11.0,332,529,19,False,32.0
Rajdhani Night,09/12/2024,370,3,166,,,Monday,False,10.0,13.0,629,833,30,False,87.0
Time Bazar,09/12/2024,459,89,478,,,Monday,False,18.0,19.0,540,521,98,False,20.0
Rajdhani Day,10/01/2019,380,13,346,,,Thursday,False,11.0,13.0,619,653,31,False,78.0
Rajdhani Day,10/01/2020,239,46,268,,,Friday,False,14.0,16.0,760,731,64,False,33.0
Time Bazar,10/01/2021,400,48,170,,,Sunday,True,4.0,8.0,599,829,84,False,41.0
Kalyan,10/01/2022,370,9,478,,,Monday,False,10.0,19.0,629,521,90,False,49.0
Main Bazar,10/01/2022,446,44,347,,,Monday,False,14.0,14.0,553,652,44,False,16.0
Milan Night,10/01/2022,500,51,588,,,Monday,False,5.0,21.0,499,411,15,False,2.0
Rajdhani Day,10/01/2022,789,49,180,,,Monday,False,24.0,9.0,210,819,94,False,3.0
Rajdhani Night,10/01/2022,158,43,139,,,Monday,False,14.0,13.0,841,860,34,False,40.0
Time Bazar,10/01/2022,235,8,468,,,Monday,False,10.0,18.0,764,531,80,False,40.0
Kalyan,10/01/2023,247,35,230,,,Tuesday,False,13.0,5.0,752,769,53,False,26.0
Main Bazar,10/01/2023,139,31,146,,,Tuesday,False,13.0,11.0,860,853,13,False,13.0
Milan Day,10/01/2023,339,53,120,,,Tuesday,False,15.0,3.0,660,879,35,False,29.0
Milan Night,10/01/2023,127,7,890,,,Tuesday,False,10.0,17.0,872,109,70,False,44.0
Rajdhani Day,10/01/2023,700,78,134,,,Tuesday,False,7.0,8.0,299,865,87,False,29.0
Rajdhani Night,10/01/2023,177,58,468,,,Tuesday,False,15.0,18.0,822,531,85,False,15.0
Time Bazar,10/01/2023,568,90,136,,,Tuesday,False,19.0,10.0,431,863,9,False,82.0
Kalyan,10/01/2024,200,29,577,,,Wednesday,False,2.0,19.0,799,422,92,False,6.0
Main Bazar,10/01/2024,235,2,237,,,Wednesday,False,10.0,12.0,764,762,20,False,29.0
Milan Day,10/01/2024,125,88,279,,,Wednesday,False,8.0,18.0,874,720,88,False,35.0
Milan Night,10/01/2024,889,50,190,,,Wednesday,False,25.0,10.0,110,809,5,False,43.0
Rajdhani Day,10/01/2024,118,8,350,,,Wednesday,False,10.0,8.0,881,649,80,False,70.0
Rajdhani Night,10/01/2024,399,17,458,,,Wednesday,False,21.0,17.0,600,541,71,False,41.0
Time Bazar,10/01/2024,446,47,340,,,Wednesday,False,14.0,7.0,553,659,74,False,43.0
Kalyan,10/01/2025,350,85,267,,,Friday,False,8.0,15.0,649,732,58,False,56.0
Main Bazar,10/01/2025,480,20,145,,,Friday,False,12.0,10.0,519,854,2,False,18.0
Milan Day,10/01/2025,356,45,348,,,Friday,False,14.0,15.0,643,651,54,False,43.0
Milan Night,10/01/2025,579,19,360,,,Friday,False,21.0,9.0,420,639,91,False,31.0
Rajdhani Day,10/01/2025,229,35,456,,,Friday,False,13.0,15.0,770,543,53,False,27.0
Rajdhani Night,10/01/2025,245,19,234,,,Friday,False,11.0,9.0,754,765,91,False,2.0
Time Bazar,10/01/2025,349,62,237,,,Friday,False,16.0,12.0,650,762,26,False,15.0
Rajdhani Day,10/02/2018,136,5,258,,,Saturday,True,10.0,15.0,863,741,50,False,30.0
Rajdhani Day,10/02/2020,270,91,380,,,Monday,False,9.0,11.0,729,619,19,False,86.0
Kalyan,10/02/2021,290,12,679,,,Wednesday,False,11.0,22.0,709,320,21,False,73.0
Rajdhani Day,10/02/2021,129,22,480,,,Wednesday,False,12.0,12.0,870,519,22,False,69.0
Rajdhani Night,10/02/2021,280,1,128,,,Wednesday,False,10.0,11.0,719,871,10,False,18.0
Time Bazar,10/02/2021,169,66,114,,,Wednesday,False,16.0,6.0,830,885,66,False,4.0
Kalyan,10/02/2022,379,94,248,,,Thursday,False,19.0,14.0,620,751,49,False,82.0
Main Bazar,10/02/2022,570,22,499,,,Thursday,False,12.0,22.0,429,500,22,False,2.0
Milan Night,10/02/2022,179,70,226,,,Thursday,False,17.0,10.0,820,773,7,False,51.0
Rajdhani Day,10/02/2022,390,28,125,,,Thursday,False,12.0,8.0,609,874,82,False,6.0
Rajdhani Night,10/02/2022,149,41,380,,,Thursday,False,14.0,11.0,850,619,14,False,40.0
Time Bazar,10/02/2022,699,40,299,,,Thursday,False,24.0,20.0,300,700,4,False,26.0
Kalyan,10/02/2023,129,22,679,,,Friday,False,12.0,22.0,870,320,22,False,72.0
Main Bazar,10/02/2023,470,19,478,,,Friday,False,11.0,19.0,529,521,91,False,3.0
Milan Day,10/02/2023,170,89,388,,,Friday,False,8.0,19.0,829,611,98,False,44.0
Milan Night,10/02/2023,225,97,449,,,Friday,False,9.0,17.0,774,550,79,False,27.0
Rajdhani Day,10/02/2023,339,57,269,,,Friday,False,15.0,17.0,660,730,75,False,29.0
Rajdhani Night,10/02/2023,138,28,134,,,Friday,False,12.0,8.0,861,865,82,False,13.0
Time Bazar,10/02/2023,356,44,590,,,Friday,False,14.0,14.0,643,409,44,False,4.0
